,dateTime,symbol,change
398,2022-06-08 10:30:00-04:00,GOOG,-0.43807604499163844%
399,2022-06-08 11:30:00-04:00,GOOG,0.04614444394144543%
400,2022-06-08 12:30:00-04:00,GOOG,0.8071851812584567%
401,2022-06-08 13:30:00-04:00,GOOG,-0.01870996309166626%
402,2022-06-08 14:30:00-04:00,GOOG,-0.08201585743662317%
403,2022-06-08 15:30:00-04:00,GOOG,-0.14904183320314504%
404,2022-06-09 09:30:00-04:00,GOOG,0.0021220077878720944%
405,2022-06-09 10:30:00-04:00,GOOG,-0.020775414662059982%
406,2022-06-09 11:30:00-04:00,GOOG,-0.3391267486222976%
407,2022-06-09 12:30:00-04:00,GOOG,0.08449514152936206%
408,2022-06-09 13:30:00-04:00,GOOG,0.6448202959830867%
409,2022-06-09 14:30:00-04:00,GOOG,0.5911221439780827%
410,2022-06-09 15:30:00-04:00,GOOG,0.9133768332416532%
411,2022-06-10 09:30:00-04:00,GOOG,1.92631156797458%
412,2022-06-10 10:30:00-04:00,GOOG,1.6209645552210155%
413,2022-06-10 11:30:00-04:00,GOOG,0.14083364509440402%
414,2022-06-10 12:30:00-04:00,GOOG,-0.44663501961883406%
415,2022-06-10 13:30:00-04:00,GOOG,-0.5741222006706139%
416,2022-06-10 14:30:00-04:00,GOOG,-0.3222631877082012%
417,2022-06-10 15:30:00-04:00,GOOG,0.2004366721657574%
418,2022-06-13 09:30:00-04:00,GOOG,3.1557682205990796%
419,2022-06-13 10:30:00-04:00,GOOG,1.0131125114281818%
420,2022-06-13 11:30:00-04:00,GOOG,-0.3773823509984435%
421,2022-06-13 12:30:00-04:00,GOOG,-0.44231930004618697%
422,2022-06-13 13:30:00-04:00,GOOG,0.3357605540424312%
423,2022-06-13 14:30:00-04:00,GOOG,0.4487769205192454%
424,2022-06-13 15:30:00-04:00,GOOG,0.8987781398681011%
425,2022-06-14 09:30:00-04:00,GOOG,-0.6442791268756973%
426,2022-06-14 10:30:00-04:00,GOOG,0.323551676204783%
427,2022-06-14 11:30:00-04:00,GOOG,-0.037206034575839285%
428,2022-06-14 12:30:00-04:00,GOOG,-0.8381579909086245%
429,2022-06-14 13:30:00-04:00,GOOG,0.5469880261182027%
430,2022-06-14 14:30:00-04:00,GOOG,0.05887120074502285%
431,2022-06-14 15:30:00-04:00,GOOG,-0.08835881901525268%
432,2022-03-17 11:30:00-04:00,AMZN,0
433,2022-03-17 12:30:00-04:00,AMZN,-0.32405754394211256%
434,2022-03-17 13:30:00-04:00,AMZN,-0.863575483380153%
435,2022-03-17 14:30:00-04:00,AMZN,-0.22176949139245025%
436,2022-03-17 15:30:00-04:00,AMZN,0.07693409167490003%
437,2022-03-18 09:30:00-04:00,AMZN,-0.36832885700348883%
438,2022-03-18 10:30:00-04:00,AMZN,-0.22474200313566534%
439,2022-03-18 11:30:00-04:00,AMZN,-0.5997705090102442%
440,2022-03-18 12:30:00-04:00,AMZN,-0.33214331360740385%
441,2022-03-18 13:30:00-04:00,AMZN,-0.03725161570885642%
442,2022-03-18 14:30:00-04:00,AMZN,-0.37159469374079435%
443,2022-03-18 15:30:00-04:00,AMZN,-0.7167571830261521%
444,2022-03-21 09:30:00-04:00,AMZN,-0.22030695479151335%
445,2022-03-21 10:30:00-04:00,AMZN,-0.6483501522345717%
446,2022-03-21 11:30:00-04:00,AMZN,-0.05153351766200154%
447,2022-03-21 12:30:00-04:00,AMZN,0.3538122131503621%
448,2022-03-21 13:30:00-04:00,AMZN,0.3765988880060559%
449,2022-03-21 14:30:00-04:00,AMZN,0.004627731516171141%
450,2022-03-21 15:30:00-04:00,AMZN,0.0849336427050616%
451,2022-03-22 09:30:00-04:00,AMZN,-2.009273570324575%
452,2022-03-22 10:30:00-04:00,AMZN,-0.7072772401751893%
453,2022-03-22 11:30:00-04:00,AMZN,0.06910059310806754%
454,2022-03-22 12:30:00-04:00,AMZN,0.46472302606889143%
455,2022-03-22 13:30:00-04:00,AMZN,-0.219325962028737%
456,2022-03-22 14:30:00-04:00,AMZN,0.02345337605176324%
457,2022-03-22 15:30:00-04:00,AMZN,0.005528408000933195%
458,2022-03-23 09:30:00-04:00,AMZN,0.3988690463355963%
459,2022-03-23 10:30:00-04:00,AMZN,-0.6908870792487141%
460,2022-03-23 11:30:00-04:00,AMZN,-0.1782277665960481%
461,2022-03-23 12:30:00-04:00,AMZN,0.25154027836170295%
462,2022-03-23 13:30:00-04:00,AMZN,0.4893066237530341%
463,2022-03-23 14:30:00-04:00,AMZN,-0.015449178393843539%
464,2022-03-23 15:30:00-04:00,AMZN,0.33315921817799177%
465,2022-03-24 09:30:00-04:00,AMZN,0.30145922504901657%
466,2022-03-24 10:30:00-04:00,AMZN,1.125443603234387%
467,2022-03-24 11:30:00-04:00,AMZN,-0.22215178143160907%
468,2022-03-24 12:30:00-04:00,AMZN,-0.5030189770436899%
469,2022-03-24 13:30:00-04:00,AMZN,-0.11655306515890472%
470,2022-03-24 14:30:00-04:00,AMZN,0.06233481507120622%
471,2022-03-24 15:30:00-04:00,AMZN,-0.07245985340642018%
472,2022-03-25 09:30:00-04:00,AMZN,-0.8108023691368874%
473,2022-03-25 10:30:00-04:00,AMZN,-0.2330937655117228%
474,2022-03-25 11:30:00-04:00,AMZN,1.0047252202749875%
475,2022-03-25 12:30:00-04:00,AMZN,-0.13071478730605063%
476,2022-03-25 13:30:00-04:00,AMZN,-0.22236441662944767%
477,2022-03-25 14:30:00-04:00,AMZN,-0.40448185474096127%
478,2022-03-25 15:30:00-04:00,AMZN,0.033042980017970125%
479,2022-03-28 09:30:00-04:00,AMZN,-2.041902020720503%
480,2022-03-28 10:30:00-04:00,AMZN,0.3045818037514518%
481,2022-03-28 11:30:00-04:00,AMZN,0.47898498626117736%
482,2022-03-28 12:30:00-04:00,AMZN,-0.1886846602588464%
483,2022-03-28 13:30:00-04:00,AMZN,-0.1778108222758435%
484,2022-03-28 14:30:00-04:00,AMZN,-0.6845918834846033%
485,2022-03-28 15:30:00-04:00,AMZN,-0.1964940042873228%
486,2022-03-29 09:30:00-04:00,AMZN,-1.0612976553076798%
487,2022-03-29 10:30:00-04:00,AMZN,0.662348725344472%
488,2022-03-29 11:30:00-04:00,AMZN,0.04036340915342133%
489,2022-03-29 12:30:00-04:00,AMZN,0.2968164886655267%
490,2022-03-29 13:30:00-04:00,AMZN,-0.25009985138000607%
491,2022-03-29 14:30:00-04:00,AMZN,-0.34414194631349637%
492,2022-03-29 15:30:00-04:00,AMZN,-0.09728308705683819%
493,2022-03-30 09:30:00-04:00,AMZN,0.7924266231906172%
494,2022-03-30 10:30:00-04:00,AMZN,0.35394505587798064%
495,2022-03-30 11:30:00-04:00,AMZN,0.5984510316636682%
496,2022-03-30 12:30:00-04:00,AMZN,-0.26501939159608146%
497,2022-03-30 13:30:00-04:00,AMZN,0.08254679553921737%
498,2022-03-30 14:30:00-04:00,AMZN,0.3808462825984267%
499,2022-03-30 15:30:00-04:00,AMZN,0.3742257154828398%
500,2022-03-31 09:30:00-04:00,AMZN,-0.0652035993854171%
501,2022-03-31 10:30:00-04:00,AMZN,0.32733606710623075%
502,2022-03-31 11:30:00-04:00,AMZN,0.17927123580746396%
503,2022-03-31 12:30:00-04:00,AMZN,0.27014051507147707%
504,2022-03-31 13:30:00-04:00,AMZN,-0.2687571436818103%
505,2022-03-31 14:30:00-04:00,AMZN,-0.24147075531599058%
506,2022-03-31 15:30:00-04:00,AMZN,0.480574355136518%
507,2022-04-01 09:30:00-04:00,AMZN,0.43055838978973937%
508,2022-04-01 10:30:00-04:00,AMZN,-0.7824812920692543%
509,2022-04-01 11:30:00-04:00,AMZN,0.601529053507303%
510,2022-04-01 12:30:00-04:00,AMZN,0.37432886766535833%
511,2022-04-01 13:30:00-04:00,AMZN,0.07279431100472689%
512,2022-04-01 14:30:00-04:00,AMZN,-0.2596337212697494%
513,2022-04-01 15:30:00-04:00,AMZN,0.4883918138119594%
514,2022-04-04 09:30:00-04:00,AMZN,-1.9030018755256073%
515,2022-04-04 10:30:00-04:00,AMZN,-0.05439277694653566%
516,2022-04-04 11:30:00-04:00,AMZN,-0.16669128718765153%
517,2022-04-04 12:30:00-04:00,AMZN,-0.09001043018560875%
518,2022-04-04 13:30:00-04:00,AMZN,0.04750406702285903%
519,2022-04-04 14:30:00-04:00,AMZN,-0.18622052070957554%
520,2022-04-04 15:30:00-04:00,AMZN,-0.48454449121098425%
521,2022-04-05 09:30:00-04:00,AMZN,0.1686495585045971%
522,2022-04-05 10:30:00-04:00,AMZN,1.189993183441663%
523,2022-04-05 11:30:00-04:00,AMZN,0.4180987186971377%
524,2022-04-05 12:30:00-04:00,AMZN,-0.006955289663830741%
525,2022-04-05 13:30:00-04:00,AMZN,0.15354071568458166%
526,2022-04-05 14:30:00-04:00,AMZN,0.3318312855931087%
527,2022-04-05 15:30:00-04:00,AMZN,0.28787106105205945%
528,2022-04-06 09:30:00-04:00,AMZN,1.1885422670062653%
529,2022-04-06 10:30:00-04:00,AMZN,1.7571596600883599%
530,2022-04-06 11:30:00-04:00,AMZN,-7.660520949896938e-05%
531,2022-04-06 12:30:00-04:00,AMZN,0.003140811183432757%
532,2022-04-06 13:30:00-04:00,AMZN,-0.8328007512137031%
533,2022-04-06 14:30:00-04:00,AMZN,-0.04070351940140945%
534,2022-04-06 15:30:00-04:00,AMZN,0.5675004803453322%
535,2022-04-07 09:30:00-04:00,AMZN,-0.15877900084463822%
536,2022-04-07 10:30:00-04:00,AMZN,0.6740484025355978%
537,2022-04-07 11:30:00-04:00,AMZN,0.9196539345027516%
538,2022-04-07 12:30:00-04:00,AMZN,0.5908143373838697%
539,2022-04-07 13:30:00-04:00,AMZN,-0.22211946221309203%
540,2022-04-07 14:30:00-04:00,AMZN,-1.1437370463494123%
541,2022-04-07 15:30:00-04:00,AMZN,-0.0048828125%
542,2022-04-08 09:30:00-04:00,AMZN,0.8750764584191149%
543,2022-04-08 10:30:00-04:00,AMZN,0.3606216515331365%
544,2022-04-08 11:30:00-04:00,AMZN,-0.023598423917221594%
545,2022-04-08 12:30:00-04:00,AMZN,0.054190602065372157%
546,2022-04-08 13:30:00-04:00,AMZN,0.310679536044365%
547,2022-04-08 14:30:00-04:00,AMZN,0.37500064690638624%
548,2022-04-08 15:30:00-04:00,AMZN,0.4348676250129256%
549,2022-04-11 09:30:00-04:00,AMZN,0.5590219679971318%
550,2022-04-11 10:30:00-04:00,AMZN,1.0247498141363303%
551,2022-04-11 11:30:00-04:00,AMZN,0.20517154723831577%
552,2022-04-11 12:30:00-04:00,AMZN,-0.37572681309134526%
553,2022-04-11 13:30:00-04:00,AMZN,0.2717437431040594%
554,2022-04-11 14:30:00-04:00,AMZN,-0.10925400003103808%
555,2022-04-11 15:30:00-04:00,AMZN,0.7391800110554958%
556,2022-04-12 09:30:00-04:00,AMZN,-2.416476644877009%
557,2022-04-12 10:30:00-04:00,AMZN,0.3023837314089492%
558,2022-04-12 11:30:00-04:00,AMZN,-0.06886832147996927%
559,2022-04-12 12:30:00-04:00,AMZN,0.4759678491197597%
560,2022-04-12 13:30:00-04:00,AMZN,0.2272766905945617%
561,2022-04-12 14:30:00-04:00,AMZN,1.2894546221570138%
562,2022-04-12 15:30:00-04:00,AMZN,0.06313027785471344%
563,2022-04-13 09:30:00-04:00,AMZN,-0.17994686257234116%
564,2022-04-13 10:30:00-04:00,AMZN,-1.2479295549765395%
565,2022-04-13 11:30:00-04:00,AMZN,-0.3309596330681336%
566,2022-04-13 12:30:00-04:00,AMZN,-0.5192951356206588%
567,2022-04-13 13:30:00-04:00,AMZN,0.13205870456699328%
568,2022-04-13 14:30:00-04:00,AMZN,-0.6940796342441263%
569,2022-04-13 15:30:00-04:00,AMZN,-0.06701632328956199%
570,2022-04-14 09:30:00-04:00,AMZN,0.08203219206095028%
571,2022-04-14 10:30:00-04:00,AMZN,1.376870363181821%
572,2022-04-14 11:30:00-04:00,AMZN,0.10455337645874786%
573,2022-04-14 12:30:00-04:00,AMZN,0.47187178423904336%
574,2022-04-14 13:30:00-04:00,AMZN,-0.282267374221676%
575,2022-04-14 14:30:00-04:00,AMZN,0.22896670153474283%
576,2022-04-14 15:30:00-04:00,AMZN,0.5662130231589247%
577,2022-04-18 09:30:00-04:00,AMZN,-1.2888040372914478%
578,2022-04-18 10:30:00-04:00,AMZN,0.23711426090176324%
579,2022-04-18 11:30:00-04:00,AMZN,1.2993392244575521%
580,2022-04-18 12:30:00-04:00,AMZN,0.38074161871976775%
581,2022-04-18 13:30:00-04:00,AMZN,-1.5081661279132823%
582,2022-04-18 14:30:00-04:00,AMZN,-0.20286841130316888%
583,2022-04-18 15:30:00-04:00,AMZN,0.5598959832918794%
584,2022-04-19 09:30:00-04:00,AMZN,-1.6901138736923955%
585,2022-04-19 10:30:00-04:00,AMZN,-1.0858298773906583%
586,2022-04-19 11:30:00-04:00,AMZN,-0.4694384241352657%
587,2022-04-19 12:30:00-04:00,AMZN,0.34655711821630975%
588,2022-04-19 13:30:00-04:00,AMZN,-0.13319506140263226%
589,2022-04-19 14:30:00-04:00,AMZN,-0.6666686042906745%
590,2022-04-19 15:30:00-04:00,AMZN,-0.062440253252585745%
591,2022-04-20 09:30:00-04:00,AMZN,0.6596281833386055%
592,2022-04-20 10:30:00-04:00,AMZN,1.4132163408186056%
593,2022-04-20 11:30:00-04:00,AMZN,0.35777446234151505%
594,2022-04-20 12:30:00-04:00,AMZN,-0.43964065115346657%
595,2022-04-20 13:30:00-04:00,AMZN,-0.05658999133340032%
596,2022-04-20 14:30:00-04:00,AMZN,0.5808888538009918%
597,2022-04-20 15:30:00-04:00,AMZN,-0.15211024856116726%
598,2022-04-21 09:30:00-04:00,AMZN,-1.1170313146988753%
599,2022-04-21 10:30:00-04:00,AMZN,1.4977088924894806%
600,2022-04-21 11:30:00-04:00,AMZN,0.6304600979227993%
601,2022-04-21 12:30:00-04:00,AMZN,1.263934512530525%
602,2022-04-21 13:30:00-04:00,AMZN,0.04227101587108328%
603,2022-04-21 14:30:00-04:00,AMZN,1.0282633785255113%
604,2022-04-21 15:30:00-04:00,AMZN,0.5254331915171077%
605,2022-04-22 09:30:00-04:00,AMZN,-0.42219610800797136%
606,2022-04-22 10:30:00-04:00,AMZN,0.6164197679815616%
607,2022-04-22 11:30:00-04:00,AMZN,0.6676533198258586%
608,2022-04-22 12:30:00-04:00,AMZN,1.0555115170800813%
609,2022-04-22 13:30:00-04:00,AMZN,0.6702481869741124%
610,2022-04-22 14:30:00-04:00,AMZN,-0.02497555002972679%
611,2022-04-22 15:30:00-04:00,AMZN,-0.380687454811427%
612,2022-04-25 09:30:00-04:00,AMZN,0.3602108689313807%
613,2022-04-25 10:30:00-04:00,AMZN,-0.25788290157770455%
614,2022-04-25 11:30:00-04:00,AMZN,1.0989052448102827%
615,2022-04-25 12:30:00-04:00,AMZN,-0.12378692626953125%
616,2022-04-25 13:30:00-04:00,AMZN,-0.6253237160946087%
617,2022-04-25 14:30:00-04:00,AMZN,-0.3995497663429517%
618,2022-04-25 15:30:00-04:00,AMZN,-0.3858289088524641%
619,2022-04-26 09:30:00-04:00,AMZN,0.9340303619871161%
620,2022-04-26 10:30:00-04:00,AMZN,2.7042326634479643%
621,2022-04-26 11:30:00-04:00,AMZN,0.10891517240319054%
622,2022-04-26 12:30:00-04:00,AMZN,-0.5316541964080366%
623,2022-04-26 13:30:00-04:00,AMZN,-0.045754753443438705%
624,2022-04-26 14:30:00-04:00,AMZN,0.009709278762229677%
625,2022-04-26 15:30:00-04:00,AMZN,0.907232142837898%
626,2022-04-27 09:30:00-04:00,AMZN,-1.1749811114031874%
627,2022-04-27 10:30:00-04:00,AMZN,1.472545123010572%
628,2022-04-27 11:30:00-04:00,AMZN,-0.32372691814636007%
629,2022-04-27 12:30:00-04:00,AMZN,-0.13469746141068892%
630,2022-04-27 13:30:00-04:00,AMZN,0.2893196730427046%
631,2022-04-27 14:30:00-04:00,AMZN,0.24626496323779284%
632,2022-04-27 15:30:00-04:00,AMZN,0.9130695028627869%
633,2022-04-28 09:30:00-04:00,AMZN,-3.196298727902594%
634,2022-04-28 10:30:00-04:00,AMZN,0.34885225791874336%
635,2022-04-28 11:30:00-04:00,AMZN,-0.029853222015604683%
636,2022-04-28 12:30:00-04:00,AMZN,-1.584490898448781%
637,2022-04-28 13:30:00-04:00,AMZN,-0.34606042417262173%
638,2022-04-28 14:30:00-04:00,AMZN,-0.5077532279588892%
639,2022-04-28 15:30:00-04:00,AMZN,0.3830341608672377%
640,2022-04-29 09:30:00-04:00,AMZN,10.054792818198555%
641,2022-04-29 10:30:00-04:00,AMZN,2.1879612623902323%
642,2022-04-29 11:30:00-04:00,AMZN,0.5863956145835129%
643,2022-04-29 12:30:00-04:00,AMZN,0.9508451586947045%
644,2022-04-29 13:30:00-04:00,AMZN,0.5887684259710181%
645,2022-04-29 14:30:00-04:00,AMZN,0.5587091256758241%
646,2022-04-29 15:30:00-04:00,AMZN,0.005619401433860442%
647,2022-05-02 09:30:00-04:00,AMZN,1.400081764740742%
648,2022-05-02 10:30:00-04:00,AMZN,-0.40733197556008144%
649,2022-05-02 11:30:00-04:00,AMZN,1.3817467989350913%
650,2022-05-02 12:30:00-04:00,AMZN,-0.2492874452779064%
651,2022-05-02 13:30:00-04:00,AMZN,-0.07304433132222449%
652,2022-05-02 14:30:00-04:00,AMZN,-0.5006573008002546%
653,2022-05-02 15:30:00-04:00,AMZN,-1.7288944747394106%
654,2022-05-03 09:30:00-04:00,AMZN,-1.245101363683903%
655,2022-05-03 10:30:00-04:00,AMZN,0.5304167263812628%
656,2022-05-03 11:30:00-04:00,AMZN,0.17841277168069145%
657,2022-05-03 12:30:00-04:00,AMZN,0.34071025499028695%
658,2022-05-03 13:30:00-04:00,AMZN,-0.15912998759444583%
659,2022-05-03 14:30:00-04:00,AMZN,0.6954954532991026%
660,2022-05-03 15:30:00-04:00,AMZN,-0.16244645304056327%
661,2022-05-04 09:30:00-04:00,AMZN,0.5585505987207955%
662,2022-05-04 10:30:00-04:00,AMZN,2.3164323618213274%
663,2022-05-04 11:30:00-04:00,AMZN,-1.0935407339741636%
664,2022-05-04 12:30:00-04:00,AMZN,-0.4161510566521762%
665,2022-05-04 13:30:00-04:00,AMZN,-0.729011198467101%
666,2022-05-04 14:30:00-04:00,AMZN,-1.5350272893740333%
667,2022-05-04 15:30:00-04:00,AMZN,-0.40545021388729907%
668,2022-05-05 09:30:00-04:00,AMZN,1.9849201989552332%
669,2022-05-05 10:30:00-04:00,AMZN,4.261171794289349%
670,2022-05-05 11:30:00-04:00,AMZN,0.38375881932911216%
671,2022-05-05 12:30:00-04:00,AMZN,0.027807968391803585%
672,2022-05-05 13:30:00-04:00,AMZN,0.2908759309481157%
673,2022-05-05 14:30:00-04:00,AMZN,0.4714261995791104%
674,2022-05-05 15:30:00-04:00,AMZN,0.2173699005921017%
675,2022-05-06 09:30:00-04:00,AMZN,-0.2345613539754479%
676,2022-05-06 10:30:00-04:00,AMZN,-1.8626994218819266%
677,2022-05-06 11:30:00-04:00,AMZN,0.73183562847587%
678,2022-05-06 12:30:00-04:00,AMZN,1.019000012265986%
679,2022-05-06 13:30:00-04:00,AMZN,1.0138893137406002%
680,2022-05-06 14:30:00-04:00,AMZN,0.7915293289132233%
681,2022-05-06 15:30:00-04:00,AMZN,-0.8892464736983886%
682,2022-05-09 09:30:00-04:00,AMZN,1.7632450581806025%
683,2022-05-09 10:30:00-04:00,AMZN,1.7786496238962977%
684,2022-05-09 11:30:00-04:00,AMZN,-0.7158465277660278%
685,2022-05-09 12:30:00-04:00,AMZN,0.6687388629610324%
686,2022-05-09 13:30:00-04:00,AMZN,0.9880181226789566%
687,2022-05-09 14:30:00-04:00,AMZN,0.4671964452570159%
688,2022-05-09 15:30:00-04:00,AMZN,0.9523837204152494%
689,2022-05-10 09:30:00-04:00,AMZN,-3.1524770870132475%
690,2022-05-10 10:30:00-04:00,AMZN,1.5562494827041322%
691,2022-05-10 11:30:00-04:00,AMZN,1.6137731243621647%
692,2022-05-10 12:30:00-04:00,AMZN,0.4582951484812365%
693,2022-05-10 13:30:00-04:00,AMZN,-1.654693458159409%
694,2022-05-10 14:30:00-04:00,AMZN,0.15760933603456265%
695,2022-05-10 15:30:00-04:00,AMZN,0.9322046861979482%
696,2022-05-11 09:30:00-04:00,AMZN,-0.8791632919875756%
697,2022-05-11 10:30:00-04:00,AMZN,0.7235269078039787%
698,2022-05-11 11:30:00-04:00,AMZN,0.1481389805116383%
699,2022-05-11 12:30:00-04:00,AMZN,1.6905240786738793%
700,2022-05-11 13:30:00-04:00,AMZN,1.02514845623637%
701,2022-05-11 14:30:00-04:00,AMZN,-0.5270565257352942%
702,2022-05-11 15:30:00-04:00,AMZN,0.758353690767011%
703,2022-05-12 09:30:00-04:00,AMZN,-1.8867924528301887%
704,2022-05-12 10:30:00-04:00,AMZN,-2.5747652407045716%
705,2022-05-12 11:30:00-04:00,AMZN,0.8234635564915049%
706,2022-05-12 12:30:00-04:00,AMZN,1.157757426122438%
707,2022-05-12 13:30:00-04:00,AMZN,1.9305379528957507%
708,2022-05-12 14:30:00-04:00,AMZN,-0.18356394879694837%
709,2022-05-12 15:30:00-04:00,AMZN,-0.5197074078756408%
710,2022-05-13 09:30:00-04:00,AMZN,-4.1016336365457455%
711,2022-05-13 10:30:00-04:00,AMZN,0.06448655595050942%
712,2022-05-13 11:30:00-04:00,AMZN,-0.8881802817317455%
713,2022-05-13 12:30:00-04:00,AMZN,0.3668911087142552%
714,2022-05-13 13:30:00-04:00,AMZN,0.24208216099977273%
715,2022-05-13 14:30:00-04:00,AMZN,-1.0974855835001842%
716,2022-05-13 15:30:00-04:00,AMZN,-0.06417892991229172%
717,2022-05-16 09:30:00-04:00,AMZN,-0.7143322732682753%
718,2022-05-16 10:30:00-04:00,AMZN,0.9564342310329821%
719,2022-05-16 11:30:00-04:00,AMZN,0.7371443372333473%
720,2022-05-16 12:30:00-04:00,AMZN,0.5813235512965342%
721,2022-05-16 13:30:00-04:00,AMZN,-0.6726926591803283%
722,2022-05-16 14:30:00-04:00,AMZN,-0.3837891020219241%
723,2022-05-16 15:30:00-04:00,AMZN,1.135670199769489%
724,2022-05-17 09:30:00-04:00,AMZN,-2.5872492324326486%
725,2022-05-17 10:30:00-04:00,AMZN,1.5765073165778183%
726,2022-05-17 11:30:00-04:00,AMZN,-0.3754439102260612%
727,2022-05-17 12:30:00-04:00,AMZN,-0.6013968734503631%
728,2022-05-17 13:30:00-04:00,AMZN,-0.2938291574889868%
729,2022-05-17 14:30:00-04:00,AMZN,-1.7275292646623572%
730,2022-05-17 15:30:00-04:00,AMZN,0.302250513205243%
731,2022-05-18 09:30:00-04:00,AMZN,2.2494521969022214%
732,2022-05-18 10:30:00-04:00,AMZN,1.6206944504443623%
733,2022-05-18 11:30:00-04:00,AMZN,1.3449844964361939%
734,2022-05-18 12:30:00-04:00,AMZN,-0.14516159815396798%
735,2022-05-18 13:30:00-04:00,AMZN,0.9173587668410116%
736,2022-05-18 14:30:00-04:00,AMZN,0.6707445784287841%
737,2022-05-18 15:30:00-04:00,AMZN,0.6208633287238496%
738,2022-05-19 09:30:00-04:00,AMZN,-2.1957960062756534%
739,2022-05-19 10:30:00-04:00,AMZN,0.24261112897921566%
740,2022-05-19 11:30:00-04:00,AMZN,-0.6034304582442822%
741,2022-05-19 12:30:00-04:00,AMZN,0.9283491152914056%
742,2022-05-19 13:30:00-04:00,AMZN,0.21373153180819857%
743,2022-05-19 14:30:00-04:00,AMZN,-0.4784910478345865%
744,2022-05-19 15:30:00-04:00,AMZN,1.0878343618706185%
745,2022-05-20 09:30:00-04:00,AMZN,-1.6529260973195747%
746,2022-05-20 10:30:00-04:00,AMZN,0.055093703031333846%
747,2022-05-20 11:30:00-04:00,AMZN,1.5604433097949282%
748,2022-05-20 12:30:00-04:00,AMZN,1.37417095994394%
749,2022-05-20 13:30:00-04:00,AMZN,0.18820629229740746%
750,2022-05-20 14:30:00-04:00,AMZN,-0.15367456316469677%
751,2022-05-20 15:30:00-04:00,AMZN,-1.264712182611528%
752,2022-05-23 09:30:00-04:00,AMZN,-0.8059334546558892%
753,2022-05-23 10:30:00-04:00,AMZN,2.596281549349997%
754,2022-05-23 11:30:00-04:00,AMZN,-0.5250280703337942%
755,2022-05-23 12:30:00-04:00,AMZN,0.26794891091201734%
756,2022-05-23 13:30:00-04:00,AMZN,-1.3829899282044522%
757,2022-05-23 14:30:00-04:00,AMZN,-0.47883538532311753%
758,2022-05-23 15:30:00-04:00,AMZN,0.38983563077367206%
759,2022-05-24 09:30:00-04:00,AMZN,2.251735484141207%
760,2022-05-24 10:30:00-04:00,AMZN,1.2900915085781104%
761,2022-05-24 11:30:00-04:00,AMZN,-0.7763865955579047%
762,2022-05-24 12:30:00-04:00,AMZN,0.7577585000607961%
763,2022-05-24 13:30:00-04:00,AMZN,-1.1253802745624317%
764,2022-05-24 14:30:00-04:00,AMZN,0.924935683664412%
765,2022-05-24 15:30:00-04:00,AMZN,-0.6275715052356049%
766,2022-05-25 09:30:00-04:00,AMZN,-2.091413686213257%
767,2022-05-25 10:30:00-04:00,AMZN,-0.9061568716231224%
768,2022-05-25 11:30:00-04:00,AMZN,1.1187120321638977%
769,2022-05-25 12:30:00-04:00,AMZN,0.17452629978185105%
770,2022-05-25 13:30:00-04:00,AMZN,-0.4748162642933363%
771,2022-05-25 14:30:00-04:00,AMZN,-0.9273990707430704%
772,2022-05-25 15:30:00-04:00,AMZN,0.3901059010006126%
773,2022-05-26 09:30:00-04:00,AMZN,-2.7813553703279137%
774,2022-05-26 10:30:00-04:00,AMZN,-0.40954865397502827%
775,2022-05-26 11:30:00-04:00,AMZN,-1.1134304243199715%
776,2022-05-26 12:30:00-04:00,AMZN,-0.19898269537212226%
777,2022-05-26 13:30:00-04:00,AMZN,0.06566539523058089%
778,2022-05-26 14:30:00-04:00,AMZN,0.48050515551518763%
779,2022-05-26 15:30:00-04:00,AMZN,0.08255778380999984%
780,2022-05-27 09:30:00-04:00,AMZN,-2.4044812797768764%
781,2022-05-27 10:30:00-04:00,AMZN,0.049715835834596864%
782,2022-05-27 11:30:00-04:00,AMZN,0.6802360116895321%
783,2022-05-27 12:30:00-04:00,AMZN,0.2886290658994918%
784,2022-05-27 13:30:00-04:00,AMZN,0.018225570307070272%
785,2022-05-27 14:30:00-04:00,AMZN,-0.9730100097532309%
786,2022-05-27 15:30:00-04:00,AMZN,-0.5399921061223767%
787,2022-05-31 09:30:00-04:00,AMZN,-2.8761957875954027%
788,2022-05-31 10:30:00-04:00,AMZN,0.29620078042589665%
789,2022-05-31 11:30:00-04:00,AMZN,-1.143469602853566%
790,2022-05-31 12:30:00-04:00,AMZN,-0.5426765984571129%
791,2022-05-31 13:30:00-04:00,AMZN,-1.536426226293654%
792,2022-05-31 14:30:00-04:00,AMZN,0.31230022747879277%
793,2022-05-31 15:30:00-04:00,AMZN,-0.255725723606308%
794,2022-06-01 09:30:00-04:00,AMZN,-2.669275950122421%
795,2022-06-01 10:30:00-04:00,AMZN,1.7007627383199182%
796,2022-06-01 11:30:00-04:00,AMZN,0.9662762789388414%
797,2022-06-01 12:30:00-04:00,AMZN,-0.6605889536214127%
798,2022-06-01 13:30:00-04:00,AMZN,-0.8710618271661575%
799,2022-06-01 14:30:00-04:00,AMZN,-0.05294075863749503%
800,2022-06-01 15:30:00-04:00,AMZN,0.28756900503700256%
801,2022-06-02 09:30:00-04:00,AMZN,0.8380257886702581%
802,2022-06-02 10:30:00-04:00,AMZN,-0.36149553945667723%
803,2022-06-02 11:30:00-04:00,AMZN,-0.9340375239606276%
804,2022-06-02 12:30:00-04:00,AMZN,-0.5965595841864396%
