,dateTime,symbol,change
805,2022-06-02 13:30:00-04:00,AMZN,-0.2735993591121712%
806,2022-06-02 14:30:00-04:00,AMZN,0.024386149740474764%
807,2022-06-02 15:30:00-04:00,AMZN,-0.44781890837856975%
808,2022-06-03 09:30:00-04:00,AMZN,0.9632983668443195%
809,2022-06-03 10:30:00-04:00,AMZN,1.4791028494500305%
810,2022-06-03 11:30:00-04:00,AMZN,0.06975766711835472%
811,2022-06-03 12:30:00-04:00,AMZN,-0.25801443196396334%
812,2022-06-03 13:30:00-04:00,AMZN,-0.048451644382824656%
813,2022-06-03 14:30:00-04:00,AMZN,-0.2828620570052716%
814,2022-06-03 15:30:00-04:00,AMZN,0.4760603680687987%
815,2022-06-06 09:30:00-04:00,AMZN,-4.721431056403982%
816,2022-06-06 10:30:00-04:00,AMZN,-0.4595106111573126%
817,2022-06-06 11:30:00-04:00,AMZN,1.4032135133789136%
818,2022-06-06 12:30:00-04:00,AMZN,1.2187474823388036%
819,2022-06-06 13:30:00-04:00,AMZN,-0.7641479785565608%
820,2022-06-06 14:30:00-04:00,AMZN,0.6240566466438499%
821,2022-06-06 15:30:00-04:00,AMZN,0.62003687581032%
822,2022-06-07 09:30:00-04:00,AMZN,1.3357848454541055%
823,2022-06-07 10:30:00-04:00,AMZN,-0.608025949961686%
824,2022-06-07 11:30:00-04:00,AMZN,1.1845296041721294%
825,2022-06-07 12:30:00-04:00,AMZN,0.12231419705115776%
826,2022-06-07 13:30:00-04:00,AMZN,-0.269427002462174%
827,2022-06-07 14:30:00-04:00,AMZN,-0.04886018172881425%
828,2022-06-07 15:30:00-04:00,AMZN,-0.5615649032211915%
829,2022-06-08 09:30:00-04:00,AMZN,-0.15377342599585953%
830,2022-06-08 10:30:00-04:00,AMZN,0.08113360164141414%
831,2022-06-08 11:30:00-04:00,AMZN,0.46065280434380207%
832,2022-06-08 12:30:00-04:00,AMZN,0.8165460414861029%
833,2022-06-08 13:30:00-04:00,AMZN,0.31537539746912213%
834,2022-06-08 14:30:00-04:00,AMZN,0.21365940587901605%
835,2022-06-08 15:30:00-04:00,AMZN,-0.12352921477552911%
836,2022-06-09 09:30:00-04:00,AMZN,0.2303000288533933%
837,2022-06-09 10:30:00-04:00,AMZN,0.09076652078358975%
838,2022-06-09 11:30:00-04:00,AMZN,0.38774025387981054%
839,2022-06-09 12:30:00-04:00,AMZN,0.13254113692133962%
840,2022-06-09 13:30:00-04:00,AMZN,0.5972140305935183%
841,2022-06-09 14:30:00-04:00,AMZN,1.0597435596423352%
842,2022-06-09 15:30:00-04:00,AMZN,1.142787686953787%
843,2022-06-10 09:30:00-04:00,AMZN,2.6489748108581814%
844,2022-06-10 10:30:00-04:00,AMZN,2.7692609282334133%
845,2022-06-10 11:30:00-04:00,AMZN,0.8382157104606531%
846,2022-06-10 12:30:00-04:00,AMZN,0.1090666432001407%
847,2022-06-10 13:30:00-04:00,AMZN,-0.35477725396365783%
848,2022-06-10 14:30:00-04:00,AMZN,-0.4081027576387747%
849,2022-06-10 15:30:00-04:00,AMZN,0.18963255239628374%
850,2022-06-13 09:30:00-04:00,AMZN,3.6098777778299307%
851,2022-06-13 10:30:00-04:00,AMZN,2.6562810275349245%
852,2022-06-13 11:30:00-04:00,AMZN,-0.40497365022944465%
853,2022-06-13 12:30:00-04:00,AMZN,-1.0179633304018814%
854,2022-06-13 13:30:00-04:00,AMZN,0.5228662791068757%
855,2022-06-13 14:30:00-04:00,AMZN,-0.21024581611846677%
856,2022-06-13 15:30:00-04:00,AMZN,0.7629248971021252%
857,2022-06-14 09:30:00-04:00,AMZN,-0.788006644303923%
858,2022-06-14 10:30:00-04:00,AMZN,1.163329934004426%
859,2022-06-14 11:30:00-04:00,AMZN,-0.42456305370389585%
860,2022-06-14 12:30:00-04:00,AMZN,-0.24015370188708424%
861,2022-06-14 13:30:00-04:00,AMZN,0.6708164431988828%
862,2022-06-14 14:30:00-04:00,AMZN,0.5354561476173361%
863,2022-06-14 15:30:00-04:00,AMZN,0.17944377167008513%
864,2022-03-17 19:00:00+00:00,BTC-USD,0
865,2022-03-17 20:00:00+00:00,BTC-USD,-0.017720973804787703%
866,2022-03-17 21:00:00+00:00,BTC-USD,-0.059862196535504036%
867,2022-03-17 22:00:00+00:00,BTC-USD,-0.16266014230541884%
868,2022-03-17 23:00:00+00:00,BTC-USD,-0.027928944341208743%
869,2022-03-18 00:00:00+00:00,BTC-USD,0.1145729794799117%
870,2022-03-18 01:00:00+00:00,BTC-USD,0.9131210800899922%
871,2022-03-18 02:00:00+00:00,BTC-USD,-0.09583379203527763%
872,2022-03-18 03:00:00+00:00,BTC-USD,0.06903049109700073%
873,2022-03-18 04:00:00+00:00,BTC-USD,-0.13679866850708236%
874,2022-03-18 05:00:00+00:00,BTC-USD,-0.48364629903893847%
875,2022-03-18 06:00:00+00:00,BTC-USD,-0.02688079691945493%
876,2022-03-18 07:00:00+00:00,BTC-USD,0.11392328527661125%
877,2022-03-18 08:00:00+00:00,BTC-USD,0.15729727969473428%
878,2022-03-18 09:00:00+00:00,BTC-USD,0.23453814767912373%
879,2022-03-18 10:00:00+00:00,BTC-USD,0.009452043045161727%
880,2022-03-18 11:00:00+00:00,BTC-USD,0.40234121254346017%
881,2022-03-18 12:00:00+00:00,BTC-USD,-0.21856618190167354%
882,2022-03-18 13:00:00+00:00,BTC-USD,-0.03199519677046014%
883,2022-03-18 14:00:00+00:00,BTC-USD,-0.47023963392482565%
884,2022-03-18 15:00:00+00:00,BTC-USD,-0.47707837235445477%
885,2022-03-18 16:00:00+00:00,BTC-USD,-1.0920187066913563%
886,2022-03-18 17:00:00+00:00,BTC-USD,-0.43700213796489223%
887,2022-03-18 18:00:00+00:00,BTC-USD,-0.3869253473124343%
888,2022-03-18 19:00:00+00:00,BTC-USD,-0.38151208480409254%
889,2022-03-18 20:00:00+00:00,BTC-USD,-0.7255578452672902%
890,2022-03-18 21:00:00+00:00,BTC-USD,0.8640903615969139%
891,2022-03-18 22:00:00+00:00,BTC-USD,0.014623526826747908%
892,2022-03-18 23:00:00+00:00,BTC-USD,-0.06999025422600949%
893,2022-03-19 00:00:00+00:00,BTC-USD,-0.25764606173257876%
894,2022-03-19 01:00:00+00:00,BTC-USD,0.15523670199272874%
895,2022-03-19 02:00:00+00:00,BTC-USD,0.2928313108723041%
896,2022-03-19 03:00:00+00:00,BTC-USD,-0.018589479308497553%
897,2022-03-19 04:00:00+00:00,BTC-USD,-0.2343821067819449%
898,2022-03-19 05:00:00+00:00,BTC-USD,0.15393685772005372%
899,2022-03-19 06:00:00+00:00,BTC-USD,0.09679792429079546%
900,2022-03-19 07:00:00+00:00,BTC-USD,0.002898709821661086%
901,2022-03-19 08:00:00+00:00,BTC-USD,0.13943198415051736%
902,2022-03-19 09:00:00+00:00,BTC-USD,-0.06576340232482009%
903,2022-03-19 10:00:00+00:00,BTC-USD,0.0875052579421245%
904,2022-03-19 11:00:00+00:00,BTC-USD,-0.18084898337189648%
905,2022-03-19 12:00:00+00:00,BTC-USD,-0.14823993590978754%
906,2022-03-19 13:00:00+00:00,BTC-USD,-0.1434928900957979%
907,2022-03-19 14:00:00+00:00,BTC-USD,0.17159796409195147%
908,2022-03-19 15:00:00+00:00,BTC-USD,-0.42934012837062535%
909,2022-03-19 16:00:00+00:00,BTC-USD,-0.11506308246327047%
910,2022-03-19 17:00:00+00:00,BTC-USD,0.11800494922378729%
911,2022-03-19 18:00:00+00:00,BTC-USD,0.012255176580078605%
912,2022-03-19 19:00:00+00:00,BTC-USD,-0.10302863645565868%
913,2022-03-19 20:00:00+00:00,BTC-USD,-0.5447029095908736%
914,2022-03-19 21:00:00+00:00,BTC-USD,-0.0924324916654609%
915,2022-03-19 22:00:00+00:00,BTC-USD,0.3225318696380461%
916,2022-03-19 23:00:00+00:00,BTC-USD,-0.023393008657635817%
917,2022-03-20 00:00:00+00:00,BTC-USD,-0.12141891061109061%
918,2022-03-20 01:00:00+00:00,BTC-USD,0.46943064461151174%
919,2022-03-20 02:00:00+00:00,BTC-USD,0.07044520683175423%
920,2022-03-20 03:00:00+00:00,BTC-USD,0.07102483377408897%
921,2022-03-20 04:00:00+00:00,BTC-USD,0.06264564670907057%
922,2022-03-20 05:00:00+00:00,BTC-USD,0.08633257490139903%
923,2022-03-20 06:00:00+00:00,BTC-USD,-0.12394066651583693%
924,2022-03-20 07:00:00+00:00,BTC-USD,0.05287086173362262%
925,2022-03-20 08:00:00+00:00,BTC-USD,0.04254440298535258%
926,2022-03-20 09:00:00+00:00,BTC-USD,0.10031859935151091%
927,2022-03-20 10:00:00+00:00,BTC-USD,0.1682110176864481%
928,2022-03-20 11:00:00+00:00,BTC-USD,0.0343452558478706%
929,2022-03-20 12:00:00+00:00,BTC-USD,0.3002341362811818%
930,2022-03-20 13:00:00+00:00,BTC-USD,0.05159237208887346%
931,2022-03-20 14:00:00+00:00,BTC-USD,0.16273347987941875%
932,2022-03-20 15:00:00+00:00,BTC-USD,0.19043286189710426%
933,2022-03-20 16:00:00+00:00,BTC-USD,0.13678307217264327%
934,2022-03-20 17:00:00+00:00,BTC-USD,0.29925060141286086%
935,2022-03-20 18:00:00+00:00,BTC-USD,0.2897620131347942%
936,2022-03-20 19:00:00+00:00,BTC-USD,-0.3940533983918436%
937,2022-03-20 20:00:00+00:00,BTC-USD,-0.5650385878859852%
938,2022-03-20 21:00:00+00:00,BTC-USD,0.5255497505377874%
939,2022-03-20 22:00:00+00:00,BTC-USD,0.03794995136630206%
940,2022-03-20 23:00:00+00:00,BTC-USD,-0.11447845081245711%
941,2022-03-21 00:00:00+00:00,BTC-USD,0.10780262396735912%
942,2022-03-21 01:00:00+00:00,BTC-USD,-0.10908019452414403%
943,2022-03-21 02:00:00+00:00,BTC-USD,0.32819487349818616%
944,2022-03-21 03:00:00+00:00,BTC-USD,0.9377649267288362%
945,2022-03-21 04:00:00+00:00,BTC-USD,-0.003581713889256081%
946,2022-03-21 05:00:00+00:00,BTC-USD,-0.12250932955296177%
947,2022-03-21 06:00:00+00:00,BTC-USD,-0.23194585545237312%
948,2022-03-21 07:00:00+00:00,BTC-USD,-0.14735378470244442%
949,2022-03-21 08:00:00+00:00,BTC-USD,-0.43950078913997426%
950,2022-03-21 09:00:00+00:00,BTC-USD,-0.05084635431450334%
951,2022-03-21 10:00:00+00:00,BTC-USD,-0.18299735116748167%
952,2022-03-21 11:00:00+00:00,BTC-USD,-0.0614509155856041%
953,2022-03-21 12:00:00+00:00,BTC-USD,0.2846797897160004%
954,2022-03-21 13:00:00+00:00,BTC-USD,-0.39900080925973264%
955,2022-03-21 14:00:00+00:00,BTC-USD,0.5900495546265104%
956,2022-03-21 15:00:00+00:00,BTC-USD,-0.008644786572826498%
957,2022-03-21 16:00:00+00:00,BTC-USD,-0.009392810263431837%
958,2022-03-21 17:00:00+00:00,BTC-USD,0.41442948917577915%
959,2022-03-21 18:00:00+00:00,BTC-USD,-0.18488021138411775%
960,2022-03-21 19:00:00+00:00,BTC-USD,-0.029114744580572893%
961,2022-03-21 20:00:00+00:00,BTC-USD,-0.2533622490438851%
962,2022-03-21 21:00:00+00:00,BTC-USD,-0.11800637241988936%
963,2022-03-21 22:00:00+00:00,BTC-USD,-0.14322322263604337%
964,2022-03-21 23:00:00+00:00,BTC-USD,0.44594754310793183%
965,2022-03-22 00:00:00+00:00,BTC-USD,0.031392791292694976%
966,2022-03-22 01:00:00+00:00,BTC-USD,-0.04636352477842763%
967,2022-03-22 02:00:00+00:00,BTC-USD,-1.840482997149547%
968,2022-03-22 03:00:00+00:00,BTC-USD,-0.900400969123626%
969,2022-03-22 04:00:00+00:00,BTC-USD,-1.9417919494247082%
970,2022-03-22 05:00:00+00:00,BTC-USD,0.23987481799015845%
971,2022-03-22 06:00:00+00:00,BTC-USD,0.35942438708767094%
972,2022-03-22 07:00:00+00:00,BTC-USD,1.2305517348593358%
973,2022-03-22 08:00:00+00:00,BTC-USD,-0.5637422305880374%
974,2022-03-22 09:00:00+00:00,BTC-USD,0.10438606808378995%
975,2022-03-22 10:00:00+00:00,BTC-USD,-0.731677256389835%
976,2022-03-22 11:00:00+00:00,BTC-USD,-0.20638731213553202%
977,2022-03-22 12:00:00+00:00,BTC-USD,-0.030925724579991536%
978,2022-03-22 13:00:00+00:00,BTC-USD,0.0021647681437813532%
979,2022-03-22 14:00:00+00:00,BTC-USD,-0.29337791275631797%
980,2022-03-22 15:00:00+00:00,BTC-USD,0.6054996864305365%
981,2022-03-22 16:00:00+00:00,BTC-USD,0.3124777305098106%
982,2022-03-22 17:00:00+00:00,BTC-USD,0.1395390771199391%
983,2022-03-22 18:00:00+00:00,BTC-USD,0.023812993755276117%
984,2022-03-22 19:00:00+00:00,BTC-USD,-0.1303975681857438%
985,2022-03-22 20:00:00+00:00,BTC-USD,0.16286023109177333%
986,2022-03-22 21:00:00+00:00,BTC-USD,-0.5115808657640862%
987,2022-03-22 22:00:00+00:00,BTC-USD,0.029736405334851636%
988,2022-03-22 23:00:00+00:00,BTC-USD,0.6106401471801202%
989,2022-03-23 00:00:00+00:00,BTC-USD,0.13461632235994653%
990,2022-03-23 01:00:00+00:00,BTC-USD,0.16509716769252386%
991,2022-03-23 02:00:00+00:00,BTC-USD,-0.2064870725902734%
992,2022-03-23 03:00:00+00:00,BTC-USD,0.2940821775574689%
993,2022-03-23 04:00:00+00:00,BTC-USD,0.4516616979854301%
994,2022-03-23 05:00:00+00:00,BTC-USD,0.2841562340686507%
995,2022-03-23 06:00:00+00:00,BTC-USD,-0.3917028500591729%
996,2022-03-23 07:00:00+00:00,BTC-USD,-0.030185633784523602%
997,2022-03-23 08:00:00+00:00,BTC-USD,-0.14601812755542126%
998,2022-03-23 09:00:00+00:00,BTC-USD,0.02400074615632529%
999,2022-03-23 10:00:00+00:00,BTC-USD,0.09229435433254657%
1000,2022-03-23 11:00:00+00:00,BTC-USD,0.11966266647769155%
1001,2022-03-23 12:00:00+00:00,BTC-USD,-0.31758826195264855%
1002,2022-03-23 13:00:00+00:00,BTC-USD,-0.15020845009497485%
1003,2022-03-23 14:00:00+00:00,BTC-USD,0.178507511365746%
1004,2022-03-23 15:00:00+00:00,BTC-USD,-0.8597066226345262%
1005,2022-03-23 16:00:00+00:00,BTC-USD,-0.03922158962741778%
1006,2022-03-23 17:00:00+00:00,BTC-USD,0.2912748980258858%
1007,2022-03-23 18:00:00+00:00,BTC-USD,0.9220650197764259%
1008,2022-03-23 19:00:00+00:00,BTC-USD,-0.32183620253096573%
1009,2022-03-23 20:00:00+00:00,BTC-USD,-0.15578230350690164%
1010,2022-03-23 21:00:00+00:00,BTC-USD,-0.03278891568769913%
1011,2022-03-23 22:00:00+00:00,BTC-USD,-0.2691255267492146%
1012,2022-03-23 23:00:00+00:00,BTC-USD,-0.8344267580325945%
1013,2022-03-24 00:00:00+00:00,BTC-USD,-0.5825153546965426%
1014,2022-03-24 01:00:00+00:00,BTC-USD,0.10931493317901632%
1015,2022-03-24 02:00:00+00:00,BTC-USD,0.3475207090873491%
1016,2022-03-24 03:00:00+00:00,BTC-USD,-0.04345507032395459%
1017,2022-03-24 04:00:00+00:00,BTC-USD,0.017374478037932035%
1018,2022-03-24 05:00:00+00:00,BTC-USD,-0.12490872264841064%
1019,2022-03-24 06:00:00+00:00,BTC-USD,-0.5657088102586517%
1020,2022-03-24 07:00:00+00:00,BTC-USD,0.07526738217966568%
1021,2022-03-24 08:00:00+00:00,BTC-USD,0.1328886711051507%
1022,2022-03-24 09:00:00+00:00,BTC-USD,0.009126974964653345%
1023,2022-03-24 10:00:00+00:00,BTC-USD,0.17988482843297723%
1024,2022-03-24 11:00:00+00:00,BTC-USD,0.01334444675066804%
1025,2022-03-24 12:00:00+00:00,BTC-USD,0.0416899499820402%
1026,2022-03-24 13:00:00+00:00,BTC-USD,0.10236678022801705%
1027,2022-03-24 14:00:00+00:00,BTC-USD,-0.890925723207627%
1028,2022-03-24 15:00:00+00:00,BTC-USD,-1.2826882653250988%
1029,2022-03-24 16:00:00+00:00,BTC-USD,-0.2514481677022969%
1030,2022-03-24 17:00:00+00:00,BTC-USD,-0.20419997566239267%
1031,2022-03-24 18:00:00+00:00,BTC-USD,0.3492463768244222%
1032,2022-03-24 19:00:00+00:00,BTC-USD,-0.16308859474140763%
1033,2022-03-24 20:00:00+00:00,BTC-USD,0.2483537012159364%
1034,2022-03-24 21:00:00+00:00,BTC-USD,-0.14976015350460184%
1035,2022-03-24 22:00:00+00:00,BTC-USD,-0.05390795383320348%
1036,2022-03-24 23:00:00+00:00,BTC-USD,0.11287689064134088%
1037,2022-03-25 00:00:00+00:00,BTC-USD,-0.0059508747297348065%
1038,2022-03-25 01:00:00+00:00,BTC-USD,-0.5290456901400495%
1039,2022-03-25 02:00:00+00:00,BTC-USD,0.1420520930707574%
1040,2022-03-25 03:00:00+00:00,BTC-USD,0.41785337142112966%
1041,2022-03-25 04:00:00+00:00,BTC-USD,-0.15497818098402438%
1042,2022-03-25 05:00:00+00:00,BTC-USD,-0.13114263162740872%
1043,2022-03-25 06:00:00+00:00,BTC-USD,-0.1865608505169115%
1044,2022-03-25 07:00:00+00:00,BTC-USD,0.003775732122858963%
1045,2022-03-25 08:00:00+00:00,BTC-USD,0.3699030776296845%
1046,2022-03-25 09:00:00+00:00,BTC-USD,-0.2919371921432576%
1047,2022-03-25 10:00:00+00:00,BTC-USD,-0.21235963896029442%
1048,2022-03-25 11:00:00+00:00,BTC-USD,-0.8344890956529649%
1049,2022-03-25 12:00:00+00:00,BTC-USD,-0.49464932708248854%
1050,2022-03-25 13:00:00+00:00,BTC-USD,-0.27968560315895796%
1051,2022-03-25 14:00:00+00:00,BTC-USD,-0.11390692586611889%
1052,2022-03-25 15:00:00+00:00,BTC-USD,0.34161843840251666%
1053,2022-03-25 16:00:00+00:00,BTC-USD,0.7640161818510597%
1054,2022-03-25 17:00:00+00:00,BTC-USD,0.5414295323108809%
1055,2022-03-25 18:00:00+00:00,BTC-USD,-0.4558773056747529%
1056,2022-03-25 19:00:00+00:00,BTC-USD,0.002828835674956239%
1057,2022-03-25 20:00:00+00:00,BTC-USD,-0.11403517326186191%
1058,2022-03-25 21:00:00+00:00,BTC-USD,-0.05783896057306467%
1059,2022-03-25 22:00:00+00:00,BTC-USD,0.06916315910227869%
1060,2022-03-25 23:00:00+00:00,BTC-USD,0.2810568030683848%
1061,2022-03-26 00:00:00+00:00,BTC-USD,-0.09361814183522538%
1062,2022-03-26 01:00:00+00:00,BTC-USD,0.2456485682312046%
1063,2022-03-26 02:00:00+00:00,BTC-USD,-0.0979037646628671%
1064,2022-03-26 03:00:00+00:00,BTC-USD,-0.09523666112154179%
1065,2022-03-26 04:00:00+00:00,BTC-USD,-0.08759770614888918%
1066,2022-03-26 05:00:00+00:00,BTC-USD,-0.1253000322677249%
1067,2022-03-26 06:00:00+00:00,BTC-USD,-0.06586809104913832%
1068,2022-03-26 07:00:00+00:00,BTC-USD,-0.013659750785435671%
1069,2022-03-26 08:00:00+00:00,BTC-USD,-0.004991224567561707%
1070,2022-03-26 09:00:00+00:00,BTC-USD,0.06674223594121596%
1071,2022-03-26 10:00:00+00:00,BTC-USD,0.019178496770990667%
1072,2022-03-26 11:00:00+00:00,BTC-USD,0.03291257501788946%
1073,2022-03-26 12:00:00+00:00,BTC-USD,0.1859219881138495%
1074,2022-03-26 13:00:00+00:00,BTC-USD,0.03891477488335026%
1075,2022-03-26 14:00:00+00:00,BTC-USD,0.22278866059231928%
1076,2022-03-26 15:00:00+00:00,BTC-USD,-0.0575064078316688%
1077,2022-03-26 16:00:00+00:00,BTC-USD,0.02780656049685757%
1078,2022-03-26 17:00:00+00:00,BTC-USD,-0.25648413028695377%
1079,2022-03-26 18:00:00+00:00,BTC-USD,-0.07303464628862522%
1080,2022-03-26 19:00:00+00:00,BTC-USD,-0.030658669160613453%
1081,2022-03-26 20:00:00+00:00,BTC-USD,-0.6330814609861474%
1082,2022-03-26 21:00:00+00:00,BTC-USD,0.3065641613581066%
1083,2022-03-26 22:00:00+00:00,BTC-USD,0.2444184293562772%
1084,2022-03-26 23:00:00+00:00,BTC-USD,-0.08960085693715208%
1085,2022-03-27 00:00:00+00:00,BTC-USD,-0.372600629583218%
1086,2022-03-27 01:00:00+00:00,BTC-USD,-0.056825332457035777%
1087,2022-03-27 02:00:00+00:00,BTC-USD,-0.320616125210965%
1088,2022-03-27 03:00:00+00:00,BTC-USD,0.3340099090244842%
1089,2022-03-27 04:00:00+00:00,BTC-USD,-0.07818692983601012%
1090,2022-03-27 05:00:00+00:00,BTC-USD,0.1197027621458193%
1091,2022-03-27 06:00:00+00:00,BTC-USD,-0.04208120440165028%
1092,2022-03-27 07:00:00+00:00,BTC-USD,-0.012317661482358052%
1093,2022-03-27 08:00:00+00:00,BTC-USD,-0.04000563223398788%
1094,2022-03-27 09:00:00+00:00,BTC-USD,0.10995403112974732%
1095,2022-03-27 10:00:00+00:00,BTC-USD,0.15716268041912962%
1096,2022-03-27 11:00:00+00:00,BTC-USD,0.03603447438124842%
1097,2022-03-27 12:00:00+00:00,BTC-USD,0.026588945672110485%
1098,2022-03-27 13:00:00+00:00,BTC-USD,-0.042092840248779635%
1099,2022-03-27 14:00:00+00:00,BTC-USD,-0.22779238756264422%
1100,2022-03-27 15:00:00+00:00,BTC-USD,-0.2942933560905052%
1101,2022-03-27 16:00:00+00:00,BTC-USD,-0.14429760516499188%
1102,2022-03-27 17:00:00+00:00,BTC-USD,-0.05125121865168586%
1103,2022-03-27 18:00:00+00:00,BTC-USD,-0.0011389121597912887%
1104,2022-03-27 19:00:00+00:00,BTC-USD,0.12311413291301287%
1105,2022-03-27 20:00:00+00:00,BTC-USD,-2.7271522872129204%
1106,2022-03-27 21:00:00+00:00,BTC-USD,-1.0235670561151937%
1107,2022-03-27 22:00:00+00:00,BTC-USD,-0.4248016527053992%
1108,2022-03-27 23:00:00+00:00,BTC-USD,-0.12474822340689602%
1109,2022-03-28 00:00:00+00:00,BTC-USD,-1.0136344692944157%
1110,2022-03-28 01:00:00+00:00,BTC-USD,0.7054292277092977%
1111,2022-03-28 02:00:00+00:00,BTC-USD,0.12175707434383831%
1112,2022-03-28 03:00:00+00:00,BTC-USD,-0.20141053992979774%
1113,2022-03-28 04:00:00+00:00,BTC-USD,-0.1569203946652218%
1114,2022-03-28 05:00:00+00:00,BTC-USD,-0.31507488193403904%
1115,2022-03-28 06:00:00+00:00,BTC-USD,0.24991838530358146%
1116,2022-03-28 07:00:00+00:00,BTC-USD,0.23129101997316615%
1117,2022-03-28 08:00:00+00:00,BTC-USD,-0.020195745811855268%
1118,2022-03-28 09:00:00+00:00,BTC-USD,-0.2152116049409593%
1119,2022-03-28 10:00:00+00:00,BTC-USD,-0.2220044878487056%
1120,2022-03-28 11:00:00+00:00,BTC-USD,-0.18865189716647382%
1121,2022-03-28 12:00:00+00:00,BTC-USD,-0.025012086973359937%
1122,2022-03-28 13:00:00+00:00,BTC-USD,-0.7015006966794995%
1123,2022-03-28 14:00:00+00:00,BTC-USD,-0.014772734352788638%
1124,2022-03-28 15:00:00+00:00,BTC-USD,-0.11351685867565031%
1125,2022-03-28 16:00:00+00:00,BTC-USD,0.43319036116445014%
1126,2022-03-28 17:00:00+00:00,BTC-USD,-0.2382802574482624%
1127,2022-03-28 18:00:00+00:00,BTC-USD,-0.718687086577729%
1128,2022-03-28 19:00:00+00:00,BTC-USD,-0.26679755135299005%
1129,2022-03-28 20:00:00+00:00,BTC-USD,0.2564858658205411%
1130,2022-03-28 21:00:00+00:00,BTC-USD,-0.1457488506885444%
1131,2022-03-28 22:00:00+00:00,BTC-USD,0.6553219146310283%
1132,2022-03-28 23:00:00+00:00,BTC-USD,0.30425745970234047%
1133,2022-03-29 00:00:00+00:00,BTC-USD,0.24996711499209856%
1134,2022-03-29 01:00:00+00:00,BTC-USD,-0.2299322896203512%
1135,2022-03-29 02:00:00+00:00,BTC-USD,-0.026338067451076235%
1136,2022-03-29 03:00:00+00:00,BTC-USD,0.3265897882991739%
1137,2022-03-29 04:00:00+00:00,BTC-USD,-0.32361531837384744%
1138,2022-03-29 05:00:00+00:00,BTC-USD,-0.1568518552578338%
1139,2022-03-29 06:00:00+00:00,BTC-USD,-0.054393668003185076%
1140,2022-03-29 07:00:00+00:00,BTC-USD,0.21993903027559933%
1141,2022-03-29 08:00:00+00:00,BTC-USD,-0.0629829289985312%
1142,2022-03-29 09:00:00+00:00,BTC-USD,-0.22117138028716418%
1143,2022-03-29 10:00:00+00:00,BTC-USD,0.21428002925521372%
1144,2022-03-29 11:00:00+00:00,BTC-USD,-0.6023704380842344%
1145,2022-03-29 12:00:00+00:00,BTC-USD,-0.2614895786720819%
1146,2022-03-29 13:00:00+00:00,BTC-USD,0.3111256103652673%
1147,2022-03-29 14:00:00+00:00,BTC-USD,0.10515296880249743%
1148,2022-03-29 15:00:00+00:00,BTC-USD,-0.2572566975788624%
1149,2022-03-29 16:00:00+00:00,BTC-USD,0.8820354848062064%
1150,2022-03-29 17:00:00+00:00,BTC-USD,0.04790389821979512%
1151,2022-03-29 18:00:00+00:00,BTC-USD,-0.14930774602302496%
1152,2022-03-29 19:00:00+00:00,BTC-USD,-0.501697441981994%
1153,2022-03-29 20:00:00+00:00,BTC-USD,0.19422504102399285%
1154,2022-03-29 21:00:00+00:00,BTC-USD,0.4083486393796153%
1155,2022-03-29 22:00:00+00:00,BTC-USD,0.3648064911779787%
1156,2022-03-29 23:00:00+00:00,BTC-USD,-0.3139611208040705%
1157,2022-03-30 00:00:00+00:00,BTC-USD,0.09907558245461504%
1158,2022-03-30 01:00:00+00:00,BTC-USD,0.42896287794331%
1159,2022-03-30 02:00:00+00:00,BTC-USD,-0.04451246774954704%
1160,2022-03-30 03:00:00+00:00,BTC-USD,-0.36071044112123823%
1161,2022-03-30 04:00:00+00:00,BTC-USD,0.013234763036385717%
1162,2022-03-30 05:00:00+00:00,BTC-USD,-0.08783708428324066%
1163,2022-03-30 06:00:00+00:00,BTC-USD,-0.19376492533075823%
1164,2022-03-30 07:00:00+00:00,BTC-USD,0.09736451330433425%
1165,2022-03-30 08:00:00+00:00,BTC-USD,0.10242527899953736%
1166,2022-03-30 09:00:00+00:00,BTC-USD,0.03724932729410303%
1167,2022-03-30 10:00:00+00:00,BTC-USD,0.25400894399313556%
1168,2022-03-30 11:00:00+00:00,BTC-USD,-0.24034316626162378%
1169,2022-03-30 12:00:00+00:00,BTC-USD,0.23936342126076485%
1170,2022-03-30 13:00:00+00:00,BTC-USD,0.0011720788369940437%
1171,2022-03-30 14:00:00+00:00,BTC-USD,0.23001904072642004%
1172,2022-03-30 15:00:00+00:00,BTC-USD,0.12292325024031586%
1173,2022-03-30 16:00:00+00:00,BTC-USD,-0.3208734929105405%
1174,2022-03-30 17:00:00+00:00,BTC-USD,-0.6945779308495283%
1175,2022-03-30 18:00:00+00:00,BTC-USD,-0.03690791233973122%
1176,2022-03-30 19:00:00+00:00,BTC-USD,0.7926002879738695%
1177,2022-03-30 20:00:00+00:00,BTC-USD,0.1512184187372031%
1178,2022-03-30 21:00:00+00:00,BTC-USD,-0.12228664608806442%
1179,2022-03-30 22:00:00+00:00,BTC-USD,0.4784165030304147%
1180,2022-03-30 23:00:00+00:00,BTC-USD,-0.2790572990512151%
1181,2022-03-31 00:00:00+00:00,BTC-USD,-0.18559502372462738%
1182,2022-03-31 01:00:00+00:00,BTC-USD,-0.3002407000976307%
1183,2022-03-31 02:00:00+00:00,BTC-USD,-0.00015658546117179164%
1184,2022-03-31 03:00:00+00:00,BTC-USD,0.3013853341297752%
1185,2022-03-31 04:00:00+00:00,BTC-USD,0.24494523533077112%
